fqn,global_combat_id,name,icon,attack_type,ablGlobalCooldownTime,mirror_fqn,exclusive_to_spec,is_interrupt,grants_absorb,its_revive,ignore_alacrity,is_passive,is_dcd,dcd_candidate
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_assassin.difficulty_3.slash,2879062607396864,Slash,,Melee,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_battle_droid.difficulty_1.blastwave,2850629923897344,Blastwave,overload,Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_battle_droid.difficulty_1.flame_burst,2850634218864640,Flame Burst,flameburst,Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_battle_droid.difficulty_1.flurry,2879440564518912,Flurry,,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_battle_droid.difficulty_1.grapple,2850638513831936,Grapple,grapple,None,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_battle_droid.difficulty_1.heat_beam,2850642808799232,Heat Beam,bloomingshot,Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_battle_droid.difficulty_1.heatseekers,2850647103766528,Heatseeker Missiles,heatseekermissiles,Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_battle_droid.difficulty_3.blastwave,2879066902364160,Blastwave,overload,Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_battle_droid.difficulty_3.flame_burst,2879071197331456,Flame Burst,flameburst,Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_battle_droid.difficulty_3.flurry,2879449154453504,Flurry,,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_battle_droid.difficulty_3.grapple,2879075492298752,Grapple,grapple,None,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_battle_droid.difficulty_3.heat_beam,2879079787266048,Heat Beam,bloomingshot,Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_battle_droid.difficulty_3.heatseekers,2879084082233344,Heatseeker Missiles,heatseekermissiles,Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_battlemaster.difficulty_1.blade_frenzy,2816072617033728,Blade Frenzy,batteringAssault,Melee,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_battlemaster.difficulty_1.bleed,2816218645921792,Rupture,rupture,Melee/Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_battlemaster.difficulty_1.empowered,2816137041543168,Berserk,,None,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_battlemaster.difficulty_1.evasion,2816081206968320,Evasion,obfuscate,None,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_battlemaster.difficulty_1.flurry_assault,2816051142197248,Assault,assault,Melee,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_battlemaster.difficulty_1.skewer,2816235825790976,Skewer,saberstorm,Melee,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_battlemaster.difficulty_3.blade_frenzy,2879092672167936,Blade Frenzy,batteringAssault,Melee,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_battlemaster.difficulty_3.bleed,2879096967135232,Rupture,rupture,Melee/Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_battlemaster.difficulty_3.empowered,2879105557069824,Berserk,,None,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_battlemaster.difficulty_3.evasion,2879109852037120,Evasion,obfuscate,None,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_battlemaster.difficulty_3.flurry_assault,2879114147004416,Assault,assault,Melee,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_battlemaster.difficulty_3.skewer,2879122736939008,Skewer,saberstorm,Melee,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_cannoneer.difficulty_1.concussive_charge,2815956652916736,Concussion Charge,vanguard,Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_cannoneer.difficulty_1.frag_grenade,2815647415271424,Fragmentation Grenade,remotedetonationmine,Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_cannoneer.difficulty_1.grav_round,2815965242851328,Rigidity Round,sonicgrenade,Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_cannoneer.difficulty_1.hammer_shot,2815952357949440,Hammer Shot,hammerShot,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_cannoneer.difficulty_1.mortar_volley,2815793444159488,Mortar Volley,deathfromabove,Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_cannoneer.difficulty_3.concussive_charge,2879127031906304,Concussion Charge,vanguard,Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_cannoneer.difficulty_3.frag_grenade,2879131326873600,Fragmentation Grenade,remotedetonationmine,Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_cannoneer.difficulty_3.grav_round,2879135621840896,Rigidity Round,sonicgrenade,Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_cannoneer.difficulty_3.hammer_shot,2879139916808192,Hammer Shot,hammerShot,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_cannoneer.difficulty_3.mortar_volley,2879148506742784,Mortar Volley,deathfromabove,Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_mercenary.difficulty_1.full_auto,2816317430169600,Full Auto,fullAuto,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_mercenary.difficulty_1.hammer_shot,2816304545267712,Hammer Shot,hammerShot,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_mercenary.difficulty_1.stockstrike,2816313135202304,Stockstrike,stockStrike,Tech,-1.0,,,True,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_mercenary.difficulty_3.full_auto,2879152801710080,Full Auto,fullAuto,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_mercenary.difficulty_3.hammer_shot,2879157096677376,Hammer Shot,hammerShot,Ranged/Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_mercenary.difficulty_3.stockstrike,2879165686611968,Stockstrike,stockStrike,Tech,-1.0,,,True,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_sniper.difficulty_1.cover_pulse,2815445551808512,Cover Pulse,concussionmissiles,None,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_sniper.difficulty_1.energy_shield,2815939473047552,Energy Shield,energyshield,None,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_sniper.difficulty_1.portable_cover,2837203856130048,Portable Cover,,None,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_sniper.difficulty_1.rifle_shot,2815991012655104,Rifle Shot,rifleshot,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_sniper.difficulty_1.series_of_shots,2815582990761984,Series of Shots,reactiveshots,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_sniper.difficulty_1.snipe,2815625940434944,Snipe,snipe,Ranged,2.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_sniper.difficulty_1.stealth_scan,2815875048538112,Stealth Scan,probedroid,None,,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_sniper.difficulty_3.cover_pulse,2879169981579264,Cover Pulse,concussionmissiles,None,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_sniper.difficulty_3.energy_shield,2879174276546560,Energy Shield,energyshield,None,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_sniper.difficulty_3.portable_cover,2879187161448448,Portable Cover,,None,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_sniper.difficulty_3.rifle_shot,2879191456415744,Rifle Shot,rifleshot,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_sniper.difficulty_3.series_of_shots,2879195751383040,Series of Shots,reactiveshots,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_sniper.difficulty_3.snipe,2879200046350336,Snipe,snipe,Ranged,2.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_sniper.difficulty_3.stealth_scan,2879204341317632,Stealth Scan,probedroid,None,,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_spider_droid.difficulty_1.concussion,2816506408730624,Concussion,vanguard,Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_spider_droid.difficulty_1.flurry,2831976880930816,Ranged Attack,,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_spider_droid.difficulty_1.heat_seekers,2816407624482816,Fire Cannon,heatseekermissiles,Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_spider_droid.difficulty_1.salvo,2816519293632512,Salvo,missilesalvo,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_spider_droid.difficulty_3.concussion,2879208636284928,Concussion,vanguard,Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_spider_droid.difficulty_3.flurry,2879212931252224,Ranged Attack,,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_spider_droid.difficulty_3.heat_seekers,2879217226219520,Fire Cannon,heatseekermissiles,Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_spider_droid.difficulty_3.salvo,2879225816154112,Salvo,missilesalvo,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_stealth_sentry.difficulty_1.explosive_dart,2832341953150976,Explosive Dart,koltoinhibitordart,Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_stealth_sentry.difficulty_1.flurry_of_bolts,2832337658183680,Flurry of Bolts,flurryofbolts,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_stealth_sentry.difficulty_1.missile_blast,2832359133020160,Missile Blast,missileBlast,Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_stealth_sentry.difficulty_1.power_shot,2832372017922048,Power Shot,hammershot,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_stealth_sentry.difficulty_3.explosive_dart,2879230111121408,Explosive Dart,koltoinhibitordart,Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_stealth_sentry.difficulty_3.flurry_of_bolts,2879234406088704,Flurry of Bolts,flurryofbolts,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_stealth_sentry.difficulty_3.missile_blast,2879238701056000,Missile Blast,missileBlast,Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_stealth_sentry.difficulty_3.power_shot,2879247290990592,Power Shot,hammershot,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_suppressor_drone.difficulty_1.flurry,2816399034548224,Ranged Attack,,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_suppressor_drone.difficulty_1.ion_stun,2816386149646336,Ion Blast,ionclip,Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_turret.difficulty_1.flurry,2900833796620288,Ranged Attack,,Ranged,3.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trandoshan_turret.difficulty_3.flurry,2900842386554880,Ranged Attack,,Ranged,3.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trenches_defected_bombadeer.difficulty_1.hammer_shot,2821179333148672,Hammer Shot,hammerShot,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trenches_defected_bombadeer.difficulty_1.harpoon_stun,2821132088508416,Harpoon,grapple,Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trenches_defected_bombadeer.difficulty_1.plasma_grenade,2841786586234880,Plasma Grenade,fraggrenade,Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trenches_defected_bombadeer.difficulty_3.hammer_shot,2879251585957888,Hammer Shot,hammerShot,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trenches_defected_bombadeer.difficulty_3.harpoon_stun,2879255880925184,Harpoon,grapple,Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trenches_defected_bombadeer.difficulty_3.plasma_grenade,2879268765827072,Plasma Grenade,fraggrenade,Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trenches_defected_frontliner.difficulty_1.blaster_volley,2821449916088320,Blaster Volley,desperatecommand,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trenches_defected_frontliner.difficulty_1.disappearing_act,2821445621121024,Disappearing Act,coveredescape,None,-1.0,,,False,False,False,False,False,False,True
abl.qtr.1x2.raid.denova.enemy.trash.trenches_defected_frontliner.difficulty_1.flurry_of_bolts,2821432736219136,Flurry of Bolts,flurryofbolts,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trenches_defected_frontliner.difficulty_1.pistol_whip,2821441326153728,Blaster Whip,pistolwhip,Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trenches_defected_frontliner.difficulty_1.shoot_first,2821437031186432,Shoot First,terminate,Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trenches_defected_frontliner.difficulty_3.blaster_volley,2879273060794368,Blaster Volley,desperatecommand,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trenches_defected_frontliner.difficulty_3.disappearing_act,2879277355761664,Disappearing Act,coveredescape,None,-1.0,,,False,False,False,False,False,False,True
abl.qtr.1x2.raid.denova.enemy.trash.trenches_defected_frontliner.difficulty_3.flurry_of_bolts,2879281650728960,Flurry of Bolts,flurryofbolts,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trenches_defected_frontliner.difficulty_3.pistol_whip,2879285945696256,Blaster Whip,pistolwhip,Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trenches_defected_frontliner.difficulty_3.shoot_first,2879294535630848,Shoot First,terminate,Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trenches_defected_sniper.difficulty_1.headshot,2821260937527296,Headshot,headshot,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trenches_defected_sniper.difficulty_1.interrogation_probe,2842684234399744,Interrogation Probe,sonicprobe,Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trenches_defected_sniper.difficulty_1.portable_cover,2839866735853568,Portable Cover,,None,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trenches_defected_sniper.difficulty_1.rifle_shot,2821183628115968,Rifle Shot,rifleshot,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trenches_defected_sniper.difficulty_1.snipe,2821187923083264,Snipe,snipe,Ranged,2.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trenches_defected_sniper.difficulty_1.suppressive_fire,2842486665904128,Suppressive Fire,barrage,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trenches_defected_sniper.difficulty_1.takedown,2821196513017856,Takedown,imperialagent,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trenches_defected_sniper.difficulty_3.headshot,2879298830598144,Headshot,headshot,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trenches_defected_sniper.difficulty_3.interrogation_probe,2879303125565440,Interrogation Probe,sonicprobe,Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trenches_defected_sniper.difficulty_3.portable_cover,2879316010467328,Portable Cover,,None,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trenches_defected_sniper.difficulty_3.rifle_shot,2879320305434624,Rifle Shot,rifleshot,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trenches_defected_sniper.difficulty_3.snipe,2879324600401920,Snipe,snipe,Ranged,2.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trenches_defected_sniper.difficulty_3.suppressive_fire,2879328895369216,Suppressive Fire,barrage,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trenches_defected_sniper.difficulty_3.takedown,2879333190336512,Takedown,imperialagent,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trenches_defected_swordsman.difficulty_1.flurry_strike,2821368311709696,Strike,sweep,Melee,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trenches_defected_swordsman.difficulty_1.lunge,2821308182167552,Lunge,lunge,Melee,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trenches_defected_swordsman.difficulty_1.shield_probe,2821351131840512,Shield Probe,absorbtionfield,None,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trenches_defected_swordsman.difficulty_1.shiv,2821321067069440,Shiv,Shiv,Tech,-1.0,,,True,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trenches_defected_swordsman.difficulty_1.toxic_dart,2821329657004032,Toxic Dart,toxicdart,Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trenches_defected_swordsman.difficulty_1.whirling_assault,2821312477134848,Whirling Assault,whirlingAssault,Melee,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trenches_defected_swordsman.difficulty_3.flurry_strike,2879337485303808,Strike,sweep,Melee,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trenches_defected_swordsman.difficulty_3.lunge,2879341780271104,Lunge,lunge,Melee,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trenches_defected_swordsman.difficulty_3.shield_probe,2879354665172992,Shield Probe,absorbtionfield,None,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trenches_defected_swordsman.difficulty_3.shiv,2879358960140288,Shiv,Shiv,Tech,-1.0,,,True,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trenches_defected_swordsman.difficulty_3.toxic_dart,2879363255107584,Toxic Dart,toxicdart,Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.enemy.trash.trenches_defected_swordsman.difficulty_3.whirling_assault,2879367550074880,Whirling Assault,whirlingAssault,Melee,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x2.raid.denova.flavor.falling_death,3750232298881024,Take Fall Damage,,None,,,,False,False,True,False,False,False,False
abl.qtr.1x3.event.investigation.imperial.boss.boss_heal,2959614719033344,Kolto Injection,koltoinfusion,None,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x3.event.investigation.imperial.boss.boss_shield,,,absorbtionfield,None,-1.0,,,False,True,False,False,False,False,False
abl.qtr.1x3.event.investigation.republic.boss.dest_explosive,2960722820595712,Explosion,electrocute,Tech,,,,False,False,False,False,False,False,False
abl.qtr.1x3.event.investigation.republic.boss.probe_droid_melee,2960868849483776,Melee Attack,,Melee,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x3.event.investigation.republic.boss.rapid_shots_derester,2980698713489408,Rapid Shots,flurryofbolts,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x3.event.investigation.republic.boss.reflective_shield,2961049238110208,Reflective Shield,,Tech,,,,False,False,False,False,False,False,False
abl.qtr.1x3.event.investigation.republic.boss.shield_generator,2961100777717760,Shield Generator,absorbtionfield,Tech,-1.0,,,False,True,False,False,False,False,False
abl.qtr.1x3.event.scavenger_hunt.imperial.bloodhound_droid.dig_shovel_medium_loot,,,shovel,None,-1.0,,,False,False,False,True,False,False,False
abl.qtr.1x3.event.scavenger_hunt.imperial.turret.mounted_turret,2942112727302144,Blaster Cannon,bayexpansion40,None,,,,False,False,False,True,False,False,False
abl.qtr.1x3.event.scavenger_hunt.placeable_mount,2924464706682880,42-Y Civilian Speeder Bike,hydraulicpiston,None,,,,False,False,False,False,False,False,False
abl.qtr.1x3.event.scavenger_hunt.shared.dukes.placeable_mount,2964167384367104,Dilapidated Speeder Bike,hydraulicpiston,None,,,,False,False,False,False,False,False,False
abl.qtr.1x3.event.scavenger_hunt.shared.turret.mounted_turret,2940811352211456,Blaster Cannon,bayexpansion40,None,,,,False,False,False,True,False,False,False
abl.qtr.1x4.daily.belsavis.imperial.hyperbiology.inject_hyperbeast,2926406031900672,Using Serum...,marktarget,None,-1.0,,,False,False,False,True,False,False,False
abl.qtr.1x4.daily.belsavis.imperial.hyperbiology.serum_attack,,,stimpack,None,,,,False,False,False,False,False,False,False
abl.qtr.1x4.daily.belsavis.imperial.hyperbiology.serum_defence,,,stimpack,Melee/Force,,,,False,False,False,False,False,False,False
abl.qtr.1x4.daily.belsavis.imperial.hyperbiology.serum_health,,,stimpack,Force,,,,False,False,False,False,False,False,False
abl.qtr.1x4.daily.belsavis.imperial.hyperbiology.serum_other,,,stimpack,Tech,,,,False,False,False,False,False,False,False
abl.qtr.1x4.daily.belsavis.imperial.hyperbiology.serum_z,,,stimpack,None,,,,False,False,False,False,False,False,False
abl.qtr.1x4.daily.belsavis.imperial.march_of_the_dread_guard.buff_prisoner_kneel,,,stimpack,None,-1.0,,,False,False,False,False,True,False,False
abl.qtr.1x4.daily.belsavis.imperial.march_of_the_dread_guard.buff_set_binders,,,stimpack,None,-1.0,,,False,False,False,False,True,False,False
abl.qtr.1x4.daily.belsavis.imperial.march_of_the_dread_guard.flame_sweep,2949744884187136,Flame Sweep,flamingsweep,None,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.daily.belsavis.imperial.march_of_the_dread_guard.flamethrower,2943852189057024,Flamethrower,bountyhunter,None,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.daily.belsavis.imperial.march_of_the_dread_guard.grenade_explosion,2924992987660288,Explosion,thermaldetonator,None,,,,False,False,False,False,False,False,False
abl.qtr.1x4.daily.belsavis.imperial.march_of_the_dread_guard.recover_weapons,2946695457406976,Opening,backpack,None,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.daily.belsavis.imperial.march_of_the_dread_guard.shackle_remote,2941382582861824,Shackle Remote,remotecontrol,None,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.daily.belsavis.imperial.march_of_the_dread_guard.unhide_weapon,,,stimpack,None,,,,False,False,False,False,False,False,False
abl.qtr.1x4.daily.belsavis.imperial.puzzle_pieces.buff_dread_master_disciple,,,absorbtionfield,None,-1.0,,,False,True,False,False,False,False,True
abl.qtr.1x4.daily.belsavis.imperial.puzzle_pieces.buff_dread_master_minions,,,absorbtionfield,None,-1.0,,,False,True,False,False,False,False,False
abl.qtr.1x4.daily.belsavis.imperial.puzzle_pieces.buff_imperial_officer,,,stimpack,None,,,,False,False,False,False,True,False,False
abl.qtr.1x4.daily.belsavis.imperial.puzzle_pieces.cell_opened,,,stimpack,None,,,,False,False,False,False,False,False,False
abl.qtr.1x4.daily.belsavis.imperial.puzzle_pieces.explosive_probe,,,remotedetonationmine,None,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.daily.belsavis.imperial.targeted_misfire.buff_war_droid_spawn,,,stimpack,None,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.daily.belsavis.imperial.targeted_misfire.droid_eye_blast,3022918242009088,Optical Array Discharge,turbulence,Tech,-1.0,,,False,False,False,True,False,False,False
abl.qtr.1x4.daily.belsavis.imperial.targeted_misfire.droid_flurry,2995795523534848,Ranged Attack,,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.daily.belsavis.imperial.targeted_misfire.droid_pb_aoe,3023102925602816,Energy Overload - Venting Reactor,concussionmissiles,Tech,-1.0,,,False,False,False,True,False,False,False
abl.qtr.1x4.daily.belsavis.imperial.targeted_misfire.single_missile_attack,2994773321318400,Missile Launcher,missilefan,Tech,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.daily.belsavis.imperial.targeted_misfire.targeting_beacon,2918451752468480,Targeting Beacon,,None,-1.0,,,False,False,False,False,False,False,False
abl.qtr.1x4.daily.belsavis.imperial.the_aurora_cannon.boss_choke_heal,3023416458215424,Consume Lifeforce,darkaffliction,Force,-1.0,,,True,False,False,True,False,False,False
